CHR	POS	SNP	N	EFFECT_ALLELE	NON_EFFECT_ALLELE	EFFECT_ALLELE_FREQ	BETA	SE	r2	r2hat	P_VAL
2	169695802	rs2241339	1467	1	2	0.0746421	0.005974	0.07033	4.924e-06	0.988	0.9329
2	169695886	rs3815676	1467	2	4	0.066803	-0.03591	0.07501	0.0001564	0.958	0.635
2	169696389	rs4148776	1467	3	1	0.0743013	0.002829	0.07045	1.101e-06	0.986	0.9682
2	169696839	rs6761690	1467	4	2	0.454669	0.01432	0.0367	0.0001039	0.999	0.6988
2	169696914	rs2389604	1467	1	4	0.0623722	-0.02104	0.07714	5.081e-05	0.984	0.7867
2	169697050	rs2389603	1467	1	3	0.0654397	-0.02624	0.07479	8.401e-05	0.851	0.7279
2	169697631	rs10208608	1467	2	4	0.0623722	-0.02104	0.07714	5.081e-05	0.982	0.7867
2	169698151	rs3770601	1467	4	2	0.0650988	0.09251	0.07408	0.001063	0.981	0.2157
2	169698712	rs10199694	1467	1	3	0.0623722	-0.02104	0.07714	5.081e-05	0.98	0.7867
2	169699328	rs4148773	1467	1	3	0.0650988	0.09251	0.07408	0.001063	0.981	0.2157
2	169699745	rs10202892	1467	1	2	0.0623722	-0.02104	0.07714	5.081e-05	0.977	0.7867
2	169700219	rs4148772	1467	4	2	0.0691888	-0.02598	0.0724	8.79e-05	0.757	0.7219
2	169701243	rs11892966	1467	3	1	0.0623722	-0.02104	0.07714	5.081e-05	0.973	0.7867
2	169703945	rs13387523	1467	1	3	0.0743013	0.002829	0.07045	1.101e-06	0.967	0.9682
2	169705685	rs7602171	1467	1	3	0.339468	-0.01477	0.03865	9.974e-05	0.982	0.7046
2	169706467	rs11892650	1467	3	1	0.0122699	0.1138	0.1688	0.00031	0.819	0.5039
2	169707007	rs13430236	1467	3	1	0.478868	0.01001	0.03649	5.139e-05	0.997	0.7855
2	169707591	rs4148770	1467	3	1	0.0119291	0.09799	0.1711	0.0002238	0.811	0.5701
2	169708725	rs3770603	1467	4	2	0.0644172	0.09102	0.07439	0.001021	0.983	0.2251
2	169710155	rs4668115	1467	4	2	0.31561	-0.009112	0.03931	3.667e-05	0.959	0.8182
2	169712661	rs4148768	1467	1	3	0.0637355	0.103	0.07469	0.001297	0.985	0.1715
2	169713120	rs13416851	1467	1	4	0.0620314	-0.01644	0.07731	3.085e-05	0.944	0.833
2	169714349	rs3829888	1467	3	1	0.0620314	-0.01644	0.07731	3.085e-05	0.94	0.833
2	169714615	rs2216504	1467	4	2	0.0620314	-0.01644	0.07731	3.085e-05	0.933	0.833
2	169715086	rs4148765	1467	4	2	0.0630539	0.09573	0.07501	0.001111	0.998	0.2058
2	169715160	rs16856392	1467	4	2	0.0630539	0.09573	0.07501	0.001111	0.971	0.2058
2	169716398	rs4233823	1467	1	3	0.0177232	0.1173	0.1412	0.0004704	0.217	0.4103
2	169716717	rs7577650	1467	1	3	0.339127	-0.02733	0.04029	0.000314	0.663	0.5011
2	169718926	rs2161037	1467	3	1	0.457055	0.03788	0.03719	0.0007078	0.778	0.3125
2	169719386	rs10490135	1467	3	1	0.4182	-0.0566	0.03765	0.00154	0.795	0.1362
2	169723523	rs13403114	1467	1	3	0.304703	-0.006636	0.0404	1.842e-05	0.995	0.8706
2	169727622	rs11896106	1467	2	4	0.12713	-0.1067	0.05601	0.002471	0.58	0.059
2	169728603	rs4599078	1467	2	3	0.293115	-0.01299	0.04064	6.975e-05	0.936	0.7512
2	169729127	rs2389600	1467	2	4	0.433197	-0.06246	0.03741	0.0019	0.789	0.09788
2	169736696	rs6433103	1467	2	4	0.433538	-0.06417	0.03742	0.002003	0.785	0.08921
2	169745252	rs13392962	1467	1	3	0.0378323	-0.05649	0.09511	0.0002408	0.364	0.5558
2	169745258	rs6715200	1467	4	1	0.452624	-0.05021	0.03747	0.001224	0.764	0.184
2	169749434	rs16856430	1467	1	3	0.152693	-0.02374	0.05234	0.0001403	0.756	0.6529
2	169751368	rs2287611	1467	3	1	0.125085	-0.09819	0.05629	0.002073	0.591	0.08378
2	169758482	rs2892805	1467	2	4	0.283572	-0.07724	0.04207	0.002296	0.618	0.06879
2	169759248	rs1862069	1467	3	1	0.43865	0.01796	0.03733	0.000158	0.795	0.6332
2	169768766	rs6753502	1467	1	3	0.179959	0.001006	0.04905	2.872e-07	0.8	0.9838
2	169774615	rs16856436	1467	4	3	0.1803	-0.003352	0.04903	3.19e-06	0.806	0.9459
2	169774992	rs10171868	1467	2	3	0.182345	-0.00756	0.04882	1.637e-05	0.798	0.8779
2	169777740	rs1059261	1467	2	4	0.181322	-0.006801	0.04875	1.328e-05	0.828	0.89
2	169778037	rs3732040	1467	2	3	0.181322	-0.006801	0.04875	1.328e-05	0.835	0.89
2	169779667	rs16856446	1467	2	4	0.181322	-0.006801	0.04875	1.328e-05	0.843	0.89
2	169779692	rs10515932	1467	3	1	0.181322	-0.006801	0.04875	1.328e-05	0.852	0.89
2	169779736	rs16856449	1467	2	4	0.181322	-0.006801	0.04875	1.328e-05	0.861	0.89
2	169785929	rs7566044	1467	1	3	0.488412	0.006615	0.03655	2.236e-05	0.991	0.8575
2	169788837	rs3815574	1467	1	2	0.488412	0.006615	0.03655	2.236e-05	0.999	0.8575
2	169788936	rs2302698	1467	1	3	0.487389	0.01066	0.03662	5.785e-05	0.998	0.7728
2	169791131	rs10192264	1467	4	2	0.0293115	-0.1225	0.1098	0.0008489	0.438	0.2686
2	169792019	rs17270248	1467	4	2	0.0978187	-0.09	0.06363	0.001364	0.627	0.1608
2	169792681	rs6750251	1467	3	2	0.182686	-0.003419	0.04846	3.399e-06	0.992	0.9442
2	169795860	rs4667590	1467	3	2	0.361282	-0.03033	0.03841	0.0004254	0.989	0.4336
2	169796465	rs1990703	1467	1	3	0.028289	0.0818	0.113	0.0003574	0.471	0.4729
2	169800178	rs6433105	1467	4	2	0.251193	0.00398	0.0424	6.015e-06	0.959	0.9258
2	169800821	rs2111187	1467	4	2	0.289025	-0.0236	0.04024	0.0002348	0.951	0.5608
2	169801612	rs4668121	1467	4	3	0.254942	0.007843	0.04173	2.411e-05	0.998	0.8521
2	169802022	rs1990702	1467	4	2	0.239264	0.007889	0.04273	2.327e-05	0.996	0.8547
2	169803920	rs11895923	1467	1	3	0.253579	0.01741	0.04187	0.000118	0.979	0.6801
2	169804292	rs6433106	1467	4	2	0.253579	0.01741	0.04187	0.000118	0.968	0.6801
2	169804367	rs6433107	1467	4	3	0.239605	0.008968	0.04273	3.007e-05	0.962	0.8351
2	169808189	rs11884346	1467	2	4	0.239605	0.008968	0.04273	3.007e-05	0.954	0.8351
2	169813878	rs1003456	1467	1	4	0.196319	0.04012	0.04705	0.0004961	0.84	0.3978
2	169815128	rs6754932	1467	2	4	0.0327198	-0.1917	0.1043	0.002299	0.728	0.0686
2	169822063	rs6746604	1467	3	2	0.269598	0.02029	0.0418	0.0001608	0.99	0.6302
2	169822161	rs990627	1467	2	4	0.276755	0.0143	0.04116	8.241e-05	1	0.7304
2	169822558	rs990626	1467	3	1	0.276755	0.0143	0.04116	8.241e-05	1	0.7304
2	169822906	rs2268380	1467	3	1	0.277096	0.01596	0.04117	0.0001026	1	0.7006
2	169823128	rs2268379	1467	1	3	0.268575	0.01739	0.04172	0.0001186	0.993	0.6794
2	169823383	rs2268378	1467	3	1	0.268575	0.01739	0.04172	0.0001186	0.992	0.6794
2	169823876	rs6725805	1467	1	3	0.268575	0.01739	0.04172	0.0001186	0.992	0.6794
2	169823914	rs16856488	1467	3	1	0.0105658	0.02879	0.1816	1.716e-05	0.816	0.875
2	169824313	rs2075253	1467	3	1	0.256987	0.02885	0.0424	0.0003158	0.981	0.4999
2	169825146	rs12988055	1467	2	1	0.0269257	0.0173	0.1157	1.526e-05	0.684	0.8821
2	169825180	rs6733111	1467	1	3	0.271643	0.02158	0.04175	0.0001823	0.997	0.6083
2	169825222	rs6733122	1467	1	3	0.261077	0.02041	0.04212	0.0001602	1	0.6309
2	169826029	rs2284681	1467	2	1	0.261077	0.02041	0.04212	0.0001602	1	0.6309
2	169826255	rs2284680	1467	2	1	0.261077	0.02041	0.04212	0.0001602	0.984	0.6309
2	169827161	rs2239592	1467	4	2	0.280164	0.02005	0.0412	0.0001616	0.965	0.6295
2	169827445	rs2239591	1467	4	2	0.261077	0.02041	0.04212	0.0001602	0.953	0.6309
2	169828939	rs4667591	1467	4	3	0.229721	-0.03476	0.04368	0.0004321	0.759	0.4301
2	169829145	rs4667592	1467	1	3	0.47546	0.02058	0.03769	0.0002036	0.874	0.5881
2	169830998	rs1123905	1467	4	2	0.473756	0.01942	0.03783	0.0001798	0.956	0.6107
2	169832447	rs755631	1467	2	1	0.473756	0.01942	0.03783	0.0001798	0.964	0.6107
2	169833393	rs10198527	1467	1	3	0.0357873	-0.07276	0.1003	0.0003593	0.832	0.4718
2	169833729	rs3944004	1467	2	1	0.224608	-0.02629	0.04357	0.0002484	0.907	0.5497
2	169834013	rs4667594	1467	4	1	0.490116	-0.009173	0.0378	4.02e-05	0.972	0.8098
2	169834151	rs11679947	1467	3	1	0.473756	0.01942	0.03783	0.0001798	1	0.6107
2	169834468	rs10490132	1467	2	1	0.473756	0.01942	0.03783	0.0001798	1	0.6107
2	169836492	rs2075252	1467	4	2	0.265167	0.01883	0.04185	0.0001383	0.944	0.6553
2	169836965	rs2075251	1467	4	1	0.265167	0.01883	0.04185	0.0001383	0.944	0.6553
2	169837706	rs16856530	1467	4	2	0.265167	0.01883	0.04185	0.0001383	0.945	0.6553
2	169837959	rs3815573	1467	1	3	0.490116	-0.01259	0.03774	7.598e-05	0.978	0.7407
2	169842257	rs6759013	1467	3	1	0.473756	0.01942	0.03783	0.0001798	0.994	0.6107
2	169842381	rs6730825	1467	4	2	0.473415	0.01993	0.03786	0.000189	0.993	0.6018
2	169842601	rs13011165	1467	2	4	0.473415	0.01993	0.03786	0.000189	0.992	0.6018
2	169842627	rs13034796	1467	3	1	0.490798	-0.01261	0.03774	7.625e-05	0.975	0.7403
2	169843294	rs2268376	1467	2	4	0.473074	0.01945	0.03784	0.0001803	0.991	0.6102
2	169846251	rs2268375	1467	3	1	0.473074	0.01945	0.03784	0.0001803	0.991	0.6102
2	169850847	rs2239602	1467	2	4	0.116905	-0.01285	0.05826	3.321e-05	0.984	0.8268
2	169852103	rs4140872	1467	2	4	0.26619	0.01906	0.04185	0.0001416	0.955	0.6515
2	169853531	rs4497843	1467	1	3	0.0361282	-0.04713	0.09986	0.0001521	0.879	0.6397
2	169856424	rs2024481	1467	1	2	0.482618	0.03152	0.03771	0.0004765	0.999	0.4073
2	169859502	rs7565788	1467	4	2	0.273347	0.02686	0.04169	0.0002833	0.943	0.5229
2	169860498	rs741378	1467	1	3	0.492843	0.03119	0.03757	0.0004702	0.996	0.4104
2	169861773	rs2892803	1467	4	2	0.492843	0.03119	0.03757	0.0004702	0.992	0.4104
2	169862577	rs9789747	1467	2	4	0.190866	-0.06618	0.0469	0.001357	0.874	0.1618
2	169862801	rs9287911	1467	1	4	0.278459	0.01594	0.04111	0.0001026	0.951	0.7005
2	169864542	rs3213759	1467	4	3	0.330948	0.02025	0.03953	0.0001792	0.95	0.6114
2	169865101	rs10169879	1467	4	2	0.351397	0.0311	0.0388	0.0004382	0.979	0.4268
2	169865795	rs7588584	1467	4	2	0.34833	0.0274	0.03893	0.000338	0.967	0.4852
2	169865834	rs2024480	1467	1	3	0.314928	0.04034	0.0401	0.0006906	0.996	0.3184
2	169866327	rs2284679	1467	2	4	0.314928	0.04034	0.0401	0.0006906	1	0.3184
2	169866848	rs6715374	1467	1	3	0.351738	0.0328	0.03881	0.0004873	0.967	0.402
2	169867100	rs4287730	1467	3	2	0.314928	0.04034	0.0401	0.0006906	1	0.3184
2	169868416	rs12478774	1467	2	4	0.036469	-0.04382	0.09943	0.0001326	0.974	0.6621
2	169871419	rs12466068	1467	2	4	0.036469	-0.04382	0.09943	0.0001326	0.976	0.6621
2	169872160	rs16856558	1467	1	3	0.0252215	0.02903	0.1177	4.153e-05	0.99	0.8067
2	169872357	rs10210408	1467	2	4	0.377982	0.03621	0.03822	0.0006122	0.999	0.3476
2	169872529	rs1548936	1467	2	4	0.316292	0.04354	0.04006	0.0008056	1	0.2812
2	169872727	rs1972589	1467	2	4	0.316292	0.04354	0.04006	0.0008056	0.984	0.2812
2	169873333	rs7565822	1467	1	3	0.0316973	-0.03682	0.106	8.238e-05	0.955	0.7304
2	169873442	rs7592152	1467	1	2	0.356851	-0.007819	0.03871	2.785e-05	0.797	0.8412
2	169874392	rs4331469	1467	2	1	0.317655	0.07568	0.03956	0.002492	0.976	0.05794
2	169874436	rs2389589	1467	3	1	0.317655	0.07568	0.03956	0.002492	0.986	0.05794
2	169874772	rs3770604	1467	1	4	0.317314	0.07447	0.03955	0.002414	0.996	0.062
2	169875111	rs3821125	1467	4	2	0.318337	0.07277	0.03952	0.002309	0.997	0.06797
2	169875979	rs2075248	1467	2	4	0.40968	0.05856	0.03722	0.001687	0.999	0.1188
2	169876408	rs2075247	1467	4	2	0.310498	0.06954	0.03984	0.002076	0.908	0.08355
2	169876674	rs10490131	1467	3	1	0.144513	-0.08165	0.05228	0.001662	0.997	0.1216
2	169878383	rs7578722	1467	2	4	0.318678	0.07231	0.03953	0.00228	0.999	0.06977
2	169879012	rs4668123	1467	4	2	0.319018	0.07343	0.03953	0.002349	0.999	0.06562
2	169879087	rs2302696	1467	4	2	0.318678	0.07321	0.03952	0.002336	0.999	0.06638
2	169879590	rs10169232	1467	3	2	0.373892	0.05272	0.03782	0.001324	1	0.167
2	169879749	rs16856596	1467	1	3	0.318678	0.07321	0.03952	0.002336	0.998	0.06638
2	169880762	rs16823023	1467	2	4	0.323108	0.06988	0.03927	0.002156	0.996	0.07781
2	169883229	rs11687903	1467	3	4	0.326176	0.07153	0.03917	0.002271	0.998	0.07029
2	169883342	rs13401581	1467	1	3	0.0357873	0.04646	0.1003	0.0001465	0.972	0.6459
2	169884004	rs16856600	1467	1	3	0.381391	0.05172	0.03759	0.001291	0.998	0.1725
2	169884359	rs2239600	1467	4	2	0.326176	0.07153	0.03917	0.002271	1	0.07029
2	169884466	rs2284675	1467	1	3	0.326176	0.07153	0.03917	0.002271	1	0.07029
2	169884697	rs2239599	1467	2	4	0.326176	0.07153	0.03917	0.002271	0.984	0.07029
2	169885044	rs6709670	1467	3	1	0.0146558	0.09089	0.1548	0.0002352	0.633	0.5605
2	169886973	rs6725137	1467	4	2	0.0599864	-0.06364	0.07742	0.0004611	0.978	0.415
2	169887585	rs13397109	1467	2	3	0.0599864	-0.06364	0.07742	0.0004611	0.984	0.415
2	169890006	rs2268373	1467	3	2	0.231766	-0.04908	0.04442	0.0008329	0.999	0.2732
2	169890091	rs2268372	1467	1	4	0.191547	-0.07419	0.04729	0.001677	0.999	0.1199
2	169893454	rs11689553	1467	3	2	0.226312	0.01667	0.04476	9.471e-05	0.982	0.7118
2	169894535	rs10201691	1467	1	3	0.040559	0.0778	0.09564	0.0004514	0.984	0.4199
2	169895679	rs4667596	1467	4	2	0.0238582	0.1322	0.1225	0.0007946	0.403	0.2845
2	169896046	rs2302695	1467	2	3	0.478868	-0.06873	0.0371	0.002338	0.994	0.06631
2	169896673	rs2052297	1467	4	2	0.474778	-0.06907	0.03744	0.002318	0.992	0.06746
2	169897282	rs2052296	1467	2	1	0.375937	-0.06445	0.03751	0.002011	0.995	0.08858
2	169898580	rs13417486	1467	4	2	0.0432856	0.03915	0.09287	0.0001213	0.984	0.6759
2	169898868	rs7600336	1467	4	2	0.419223	-0.055	0.03718	0.001491	0.998	0.1425
2	169899496	rs2300446	1467	2	4	0.419223	-0.055	0.03718	0.001491	0.999	0.1425
2	169901588	rs2193193	1467	1	3	0.479209	-0.06934	0.03707	0.002382	1	0.06376
2	169903070	rs2268370	1467	2	1	0.41002	-0.05911	0.03755	0.001689	1	0.1187
2	169904310	rs7569236	1467	4	2	0.0436264	0.03449	0.09254	9.48e-05	0.991	0.7117
2	169905052	rs6747692	1467	4	1	0.365712	-0.06449	0.03798	0.001964	0.999	0.09239
2	169906031	rs2268366	1467	1	4	0.350716	-0.07332	0.03828	0.002498	0.979	0.05766
2	169906103	rs13389381	1467	2	4	0.058623	0.05915	0.07961	0.0003766	0.935	0.4613
2	169907520	rs2075246	1467	3	1	0.40968	-0.05805	0.03759	0.001626	0.983	0.1258
2	169909284	rs6433109	1467	2	1	0.478868	-0.06796	0.0371	0.002285	0.979	0.06944
2	169913553	rs4668128	1467	1	3	0.441718	-0.03984	0.03708	0.000787	0.887	0.2868
2	169913858	rs2302694	1467	1	3	0.0817996	0.08484	0.06823	0.001054	0.699	0.2176
2	169913984	rs2302693	1467	2	4	0.498978	-0.04564	0.03734	0.001019	0.889	0.2256
2	169914130	rs3926693	1467	4	2	0.34833	-0.05161	0.03795	0.001261	0.966	0.1775
2	169914513	rs4667597	1467	1	3	0.332652	-0.04188	0.03879	0.0007953	0.969	0.2843
2	169914577	rs3821126	1467	1	3	0.332652	-0.04188	0.03879	0.0007953	0.972	0.2843
2	169914599	rs1362996	1467	3	1	0.0811179	0.07585	0.06845	0.0008375	0.697	0.2719
2	169914689	rs3821127	1467	3	1	0.399114	-0.02243	0.03791	0.000239	0.851	0.5573
2	169914987	rs2239598	1467	3	1	0.339809	-0.03871	0.03865	0.0006844	0.989	0.3206
2	169915331	rs2239596	1467	2	4	0.32788	-0.04169	0.03901	0.0007789	0.997	0.2893
2	169915358	rs2239595	1467	1	3	0.123722	-0.05366	0.05512	0.0006466	0.928	0.3343
2	169915838	rs2239594	1467	4	2	0.448534	-0.03668	0.03692	0.0006732	1	0.3246
2	169916555	rs6724600	1467	4	3	0.377982	-0.02889	0.038	0.0003943	0.989	0.451
2	169917902	rs2229267	1467	3	1	0.216428	-0.00952	0.04455	3.117e-05	0.919	0.8322
2	169918162	rs12151603	1467	4	1	0.0132924	-0.02314	0.1624	1.386e-05	0.295	0.8876
2	169918803	rs12987817	1467	3	1	0.066803	0.055	0.07459	0.0003711	0.959	0.4646
2	169919676	rs2268365	1467	2	4	0.130198	-0.04051	0.05373	0.0003879	0.898	0.4547
2	169920620	rs13027887	1467	2	4	0.0432856	0.03036	0.09287	7.294e-05	0.948	0.7458
2	169921525	rs830973	1467	1	3	0.320382	-0.03976	0.03923	0.0007007	0.98	0.3149
2	169922358	rs2239593	1467	1	3	0.294819	-0.04626	0.04013	0.0009063	0.96	0.253
2	169922709	rs12615180	1467	1	2	0.0211316	0.1387	0.1298	0.0007788	0.35	0.2894
2	169924618	rs10490130	1467	2	1	0.0572597	0.0409	0.08093	0.0001743	0.949	0.6162
2	169924798	rs831040	1467	4	2	0.440014	-0.04034	0.03704	0.0008091	0.996	0.2802
2	169924953	rs831041	1467	3	4	0.440014	-0.04034	0.03704	0.0008091	0.996	0.2802
2	169924980	rs831042	1467	2	4	0.440014	-0.04034	0.03704	0.0008091	0.997	0.2802
2	169926343	rs12613980	1467	4	3	0.321404	-0.04318	0.0392	0.0008276	0.975	0.2747
2	169928843	rs831043	1467	2	4	0.440014	-0.04034	0.03704	0.0008091	0.998	0.2802
2	169929802	rs831044	1467	1	4	0.390934	-0.04546	0.03784	0.0009844	0.979	0.2335
2	169937452	rs830956	1467	4	2	0.440014	-0.04034	0.03704	0.0008091	0.999	0.2802
2	169937605	rs830957	1467	4	2	0.440014	-0.04034	0.03704	0.0008091	1	0.2802
2	169938541	rs830958	1467	3	4	0.0698705	0.04369	0.0749	0.0002322	0.446	0.563
2	169938605	rs830959	1467	4	2	0.439673	-0.04155	0.03717	0.0008521	0.998	0.2678
2	169938903	rs830960	1467	4	2	0.439673	-0.04155	0.03717	0.0008521	0.987	0.2678
2	169940176	rs1421509	1467	2	4	0.439673	-0.04155	0.03717	0.0008521	0.975	0.2678
2	169941095	rs2241190	1467	2	4	0.448875	-0.03756	0.0372	0.0006953	0.892	0.3168
2	169942037	rs13025890	1467	3	2	0.0565781	0.05029	0.08134	0.0002608	0.91	0.5398
2	169942138	rs830983	1467	1	3	0.390934	-0.04816	0.03795	0.001098	0.839	0.2083
2	169943318	rs12988804	1467	4	2	0.237219	0.02418	0.04396	0.0002065	0.995	0.5854
2	169948437	rs2544386	1467	1	4	0.0698705	0.07073	0.0721	0.0006563	0.551	0.3307
2	169953844	rs830992	1467	1	3	0.0698705	0.07073	0.0721	0.0006563	0.54	0.3307
2	169954206	rs830993	1467	1	4	0.0698705	0.07073	0.0721	0.0006563	0.528	0.3307
2	169954923	rs10515931	1467	4	2	0.0211316	0.03576	0.1277	5.354e-05	0.521	0.7812
2	169955035	rs830994	1467	3	1	0.329925	0.002056	0.04086	1.727e-06	0.72	0.9602
2	169955143	rs830995	1467	1	3	0.266871	0.003163	0.04254	3.775e-06	0.743	0.9412
2	169955367	rs10515930	1467	2	3	0.0187457	0.0348	0.135	4.537e-05	0.491	0.7982
2	169955384	rs10490129	1467	2	3	0.262781	0.004253	0.04484	6.142e-06	0.381	0.925
2	169957739	rs13013931	1467	1	2	0.0412406	0.01795	0.09494	2.44e-05	0.62	0.8513
2	169957750	rs830997	1467	1	3	0.246421	-0.007501	0.04334	2.044e-05	0.788	0.8637
2	169958593	rs830998	1467	1	2	0.202795	-0.02592	0.04645	0.0002125	0.946	0.58
2	169958880	rs830999	1467	3	1	0.246421	-0.005981	0.04334	1.3e-05	0.804	0.8911
2	169959259	rs831002	1467	4	2	0.202795	-0.02592	0.04645	0.0002125	0.978	0.58
2	169959698	rs831003	1467	3	2	0.203136	0.003483	0.04716	3.723e-06	0.65	0.9416
2	169961249	rs831004	1467	2	4	0.341172	0.02538	0.04111	0.0002602	0.446	0.5403
2	169961687	rs12991585	1467	2	1	0.0569189	0.04031	0.08167	0.0001662	0.44	0.6245
2	169962697	rs831005	1467	1	3	0.239264	0.02296	0.04546	0.000174	0.479	0.6165
2	169962998	rs831006	1467	3	2	0.324472	0.01371	0.0428	7.004e-05	0.377	0.7507
2	169964013	rs831007	1467	4	2	0.199387	0.006502	0.0486	1.222e-05	0.47	0.8944
2	169964403	rs831008	1467	2	4	0.150988	-0.00474	0.05447	5.169e-06	0.497	0.9312
2	169964687	rs831009	1467	3	1	0.190525	0.01576	0.05027	6.712e-05	0.418	0.7558
2	169964853	rs831010	1467	2	4	0.141104	-0.03644	0.05634	0.0002854	0.468	0.5213
2	169965146	rs831011	1467	1	3	0.178255	0.009352	0.05155	2.247e-05	0.38	0.8572
2	169965369	rs831012	1467	2	4	0.201772	0.02249	0.04958	0.0001404	0.294	0.6528
2	169968699	rs831016	1467	2	3	0.412406	-0.01572	0.03819	0.0001156	0.471	0.6831
2	169969001	rs3770611	1467	1	2	0.380709	-0.02697	0.04055	0.0003019	0.432	0.5095
2	169970295	rs10754970	1467	1	3	0.40593	0.02122	0.03947	0.0001972	0.435	0.594
2	169970780	rs2161039	1467	4	2	0.41002	0.00591	0.03801	1.65e-05	0.535	0.8775
2	169970933	rs831017	1467	1	3	0.417178	-0.02103	0.03795	0.0002096	0.559	0.5826
2	169971919	rs16856748	1467	1	3	0.141445	0.04763	0.05318	0.0005472	0.984	0.3745
2	169972099	rs831019	1467	3	4	0.443763	-0.02882	0.03695	0.0004149	0.64	0.4394
2	169972420	rs3770613	1467	2	4	0.446489	-0.03611	0.03984	0.0005606	0.44	0.3687
2	169975120	rs831022	1467	4	2	0.393661	-0.04357	0.03835	0.0008802	0.682	0.26
2	169975361	rs11887007	1467	2	1	0.436264	-0.01562	0.0365	0.0001251	0.993	0.6712
2	169976178	rs2229266	1467	1	3	0.172802	-0.002619	0.0516	1.759e-06	0.306	0.9599
2	169977253	rs16856759	1467	3	1	0.262781	-0.05499	0.04145	0.0012	0.999	0.1884
2	169979033	rs2673164	1467	2	4	0.266871	-0.05769	0.04126	0.001333	0.993	0.1656
2	169979482	rs3770615	1467	3	1	0.0139741	0.08664	0.1584	0.000204	0.316	0.5876
2	169979784	rs2673162	1467	4	2	0.0511247	-0.1398	0.08035	0.002062	0.658	0.08461
2	169980829	rs2544374	1467	3	1	0.21711	-0.002974	0.04499	2.984e-06	0.901	0.9477
2	169981713	rs7575260	1467	1	3	0.216769	-0.02027	0.04508	0.000138	0.882	0.6557
2	169982387	rs830964	1467	4	2	0.267894	-0.05348	0.04113	0.001153	1	0.1973
2	169982907	rs3914468	1467	3	1	0.259032	-0.02866	0.04352	0.0002961	0.609	0.5136
2	169983066	rs830965	1467	1	3	0.273006	-0.04139	0.0425	0.0006469	0.818	0.3342
2	169983463	rs2892802	1467	4	3	0.0538514	-0.007494	0.08308	5.554e-06	0.288	0.9287
2	169983963	rs700550	1467	2	4	0.461827	0.04323	0.03814	0.0008762	0.744	0.2611
2	169984495	rs830966	1467	3	2	0.461827	0.04323	0.03814	0.0008762	0.747	0.2611
2	169984786	rs830967	1467	1	4	0.461486	0.04398	0.03811	0.0009081	0.749	0.2526
2	169984820	rs830968	1467	4	2	0.459441	0.04747	0.0383	0.001047	0.736	0.2191
2	169985868	rs853988	1467	1	2	0.485344	-0.04298	0.03686	0.0009271	0.995	0.2476
2	169987726	rs830971	1467	2	3	0.216428	-0.00105	0.04518	3.689e-07	0.999	0.9816
2	169987907	rs830972	1467	1	3	0.485685	-0.04264	0.03684	0.000914	0.999	0.251
2	169989275	rs2247506	1467	2	4	0.219155	0.01201	0.04459	4.952e-05	0.996	0.7894
2	169989477	rs16856802	1467	3	4	0.024199	0.09314	0.1199	0.0004117	0.301	0.4411
2	169989927	rs2673170	1467	2	3	0.224608	0.0181	0.04469	0.0001119	0.619	0.688
2	169990200	rs2673169	1467	2	3	0.263463	0.01051	0.04251	4.169e-05	0.659	0.8064
2	169996635	rs2544376	1467	2	4	0.26653	0.01625	0.04171	0.0001036	0.734	0.6992
2	169997008	rs2544377	1467	1	3	0.264485	0.02507	0.04169	0.0002468	0.759	0.551
2	169998624	rs2544380	1467	4	3	0.264485	0.02507	0.04169	0.0002468	0.782	0.551
2	170000616	rs861239	1467	2	4	0.264485	0.02414	0.04169	0.0002287	0.803	0.5659
2	170000841	rs6716834	1467	2	4	0.264145	0.02286	0.04169	0.0002052	0.83	0.5866
2	170005159	rs830977	1467	3	2	0.323108	0.0238	0.03962	0.0002462	0.795	0.5514
2	170005283	rs830978	1467	4	3	0.0967962	-0.1118	0.06209	0.002208	0.848	0.07433
2	170006812	rs2673177	1467	3	1	0.323108	0.02216	0.03956	0.0002142	0.827	0.5785
2	170007171	rs830980	1467	2	1	0.097137	-0.1283	0.06199	0.002916	0.872	0.04025
2	170010956	rs831023	1467	4	3	0.097137	-0.1283	0.06199	0.002916	0.884	0.04025
2	170012612	rs3845731	1467	1	3	0.167689	0.09612	0.04869	0.002653	0.993	0.05039
2	170016472	rs6433115	1467	2	4	0.167689	0.09612	0.04869	0.002653	0.972	0.05039
2	170019318	rs831030	1467	2	4	0.328562	0.01464	0.0394	9.422e-05	0.874	0.7125
2	170022861	rs11889511	1467	3	2	0.159509	0.09278	0.04979	0.002365	0.877	0.06476
2	170023184	rs6751001	1467	4	2	0.157123	0.1061	0.05018	0.003043	0.864	0.03612
2	170024824	rs831035	1467	2	4	0.097137	-0.1283	0.06199	0.002916	0.993	0.04025
2	170026946	rs831036	1467	3	2	0.322427	0.00724	0.03973	2.267e-05	0.915	0.8566
2	170027350	rs831037	1467	1	3	0.324472	0.00296	0.03966	3.803e-06	0.922	0.941
2	170028340	rs3770636	1467	3	4	0.0109066	0.04544	0.1788	4.408e-05	0.377	0.801
2	170029367	rs3729573	1467	2	4	0.162918	0.09883	0.04969	0.002694	0.851	0.04868
2	170030307	rs2673172	1467	4	3	0.333333	-0.0002333	0.03936	2.398e-08	0.981	0.9953
